,NI,u
2861,15.341618428208351,5971
2862,15.314966516492227,2184
2863,15.297058540778355,7923
2864,15.295188057907461,8451
2865,15.295188057907461,4517
2866,15.295188057907461,2825
2867,15.295188057907461,5749
2868,15.295188057907461,11654
2869,15.295188057907461,5851
2870,15.295188057907461,13494
2871,15.231546211727817,10537
2872,15.231546211727817,2004
2873,15.229161450093468,9594
2874,15.229161450093468,12763
2875,15.229161450093468,908
2876,15.229161450093468,971
2877,15.209707767356473,6682
2878,15.209707767356473,6685
2879,15.1426442524793,4148
2880,15.1426442524793,9381
2881,15.1426442524793,10359
2882,15.1426442524793,5988
2883,15.1426442524793,7954
2884,15.12349277143896,4177
2885,15.074813431681335,2189
2886,15.074813431681335,9974
2887,15.074813431681335,2496
2888,15.074813431681335,11865
2889,15.074813431681335,5949
2890,15.074813431681335,6031
2891,15.074813431681335,3152
2892,15.074813431681335,812
2893,15.074813431681335,6584
2894,15.074813431681335,3511
2895,15.074813431681335,1982
2896,15.072668452234595,2012
2897,15.071610996675522,8128
2898,15.047835316473703,10758
2899,15.036274524705362,1084
2900,15.036274524705362,7148
2901,15.036274524705362,7147
2902,15.0228472747041,4831
2903,14.989253391104079,10212
2904,14.989253391104079,10214
2905,14.989253391104079,10216
2906,14.989253391104079,10273
2907,14.989253391104079,3007
2908,14.989253391104079,3367
2909,14.98236941621716,569
2910,14.978973890417572,10520
2911,14.934416010134122,8899
2912,14.916469927905455,7720
2913,14.867594061949548,11999
2914,14.853669814982636,1307
2915,14.853669814982636,5308
2916,14.853669814982636,2998
2917,14.853669814982636,3439
2918,14.773286702694156,2820
2919,14.773286702694156,395
2920,14.773286702694156,3396
2921,14.773286702694156,3815
2922,14.765589787154818,2420
2923,14.72140212012261,9837
2924,14.694187358983939,12466
2925,14.694187358983939,12467
2926,14.694187358983939,12469
2927,14.694187358983939,12468
2928,14.664255078941434,9403
2929,14.664255078941434,1176
2930,14.664255078941434,1177
2931,14.664255078941434,10439
2932,14.664255078941434,5965
2933,14.664255078941434,7864
2934,14.664255078941432,9767
2935,14.664255078941432,1337
2936,14.664255078941432,6391
2937,14.636968296447431,10012
2938,14.625524381998297,166
2939,14.609305822082955,2741
2940,14.602991093244308,6834
2941,14.596588055194392,9510
2942,14.488156357251846,4385
2943,14.45144584939944,4261
2944,14.45144584939944,4592
2945,14.45144584939944,5312
2946,14.45144584939944,5788
2947,14.45144584939944,414
2948,14.45144584939944,1010
2949,14.43827764453478,1510
2950,14.43827764453478,1821
2951,14.422205101855956,6131
2952,14.422205101855956,6697
2953,14.422205101855956,6722
2954,14.422205101855956,6721
2955,14.352445873535473,8638
2956,14.352445873535473,2171
2957,14.352445873535473,9093
2958,14.352445873535473,640
2959,14.352445873535473,2587
2960,14.352445873535473,11051
2961,14.352445873535473,5545
2962,14.352445873535473,5574
2963,14.352445873535473,6139
2964,14.352445873535473,6220
2965,14.352445873535473,12667
2966,14.352445873535473,6662
2967,14.352445873535473,6695
2968,14.352445873535473,14438
2969,14.352445873535473,7776
2970,14.352445873535473,4059
2971,14.345659007276995,8838
2972,14.345659007276995,9907
2973,14.333032916651954,9122
2974,14.230249470757707,10638
2975,14.230249470757707,3447
2976,14.176335573602259,2044
2977,14.142135623730951,1120
2978,14.142135623730951,2248
2979,14.142135623730951,583
2980,14.142135623730951,9872
2981,14.142135623730951,2515
2982,14.142135623730951,10551
2983,14.142135623730951,11385
2984,14.142135623730951,11384
2985,14.142135623730951,11747
2986,14.142135623730951,3082
2987,14.142135623730951,1583
2988,14.142135623730951,867
2989,14.142135623730951,3475
2990,14.142135623730951,1772
2991,14.142135623730951,7216
2992,14.142135623730951,466
2993,14.142135623730951,7668
2994,14.142135623730951,483
2995,14.123737213627575,10172
2996,14.123737213627575,5167
2997,14.123737213627575,5212
2998,14.123737213627575,10429
2999,14.123737213627575,93
3000,14.123737213627575,796
3001,14.123737213627575,3767
3002,14.114800262071533,618
3003,14.09612601394077,2137
3004,14.035668847618199,6025
3005,14.035668847618199,1934
3006,14.024934687995534,7022
3007,14.023316542073331,10519
3008,13.999726104697457,4571
3009,13.993639504503173,3132
3010,13.987065432438097,2351
3011,13.951878872818448,9679
3012,13.923160862071505,5286
3013,13.859220587742408,4314
3014,13.859220587742408,11447
3015,13.856602617990607,5946
3016,13.852843082410667,4548
3017,13.843939244549025,680
3018,13.837373803125871,4635
3019,13.836875325805158,8931
3020,13.833027982384843,8742
3021,13.833027982384843,6994
3022,13.824696013440008,2058
3023,13.824696013440008,2453
3024,13.824696013440008,5443
3025,13.824696013440008,7292
3026,13.8155686316387,9886
3027,13.8155686316387,5031
3028,13.8155686316387,5061
3029,13.8155686316387,12500
3030,13.805013436366288,8455
3031,13.805013436366288,4274
3032,13.805013436366288,2398
3033,13.805013436366288,2572
3034,13.805013436366288,10322
3035,13.805013436366288,10323
3036,13.805013436366288,10475
3037,13.805013436366288,4036
3038,13.79008175853037,2558
3039,13.781645051756811,4897
3040,13.781645051756811,6194
3041,13.781645051756811,1552
3042,13.781645051756811,901
3043,13.777882956971167,8274
3044,13.777882956971167,1100
3045,13.777882956971167,2580
3046,13.777882956971167,11330
3047,13.777882956971167,11331
3048,13.777882956971167,11349
3049,13.777882956971167,14054
3050,13.777882956971167,14158
3051,13.777882956971167,14157
3052,13.777882956971167,3898
3053,13.776892665787422,5624
3054,13.765573918114722,5740
3055,13.696125531513227,1385
3056,13.696125531513227,12092
3057,13.696125531513227,391
3058,13.696125531513225,8511
3059,13.696125531513225,9347
3060,13.696125531513225,4933
3061,13.696125531513225,10316
3062,13.696125531513225,2648
3063,13.696125531513225,1383
3064,13.696125531513225,1585
3065,13.696125531513225,1725
3066,13.696125531513225,7087
3067,13.696125531513225,3650
3068,13.696125531513225,7495
3069,13.696125531513225,473
3070,13.696125531513225,1981
3071,13.627941011163763,11244
3072,13.627941011163763,1497
3073,13.627941011163763,6275
3074,13.612538708139569,4890
3075,13.590083888477963,8434
3076,13.590083888477963,8883
3077,13.590083888477963,8886
3078,13.590083888477963,8884
3079,13.590083888477963,2256
3080,13.590083888477963,9417
3081,13.590083888477963,4711
3082,13.590083888477963,2412
3083,13.590083888477963,2433
3084,13.590083888477963,2550
3085,13.590083888477963,10396
3086,13.590083888477963,1310
3087,13.590083888477963,10683
3088,13.590083888477963,10684
3089,13.590083888477963,10851
3090,13.590083888477963,1362
3091,13.590083888477963,11382
3092,13.590083888477963,11595
3093,13.590083888477963,6028
3094,13.590083888477963,3081
3095,13.590083888477963,410
3096,13.590083888477963,6657
3097,13.590083888477963,6779
3098,13.590083888477963,13850
3099,13.590083888477963,14164
3100,13.590083888477963,14163
3101,13.590083888477963,7488
3102,13.590083888477963,7769
3103,13.590083888477963,7783
3104,13.590083888477963,7811
3105,13.590083888477963,997
3106,13.583077707206126,4428
3107,13.583077707206126,289
3108,13.583077707206126,4724
3109,13.583077707206126,10358
3110,13.583077707206126,5214
3111,13.583077707206126,10535
3112,13.583077707206126,10953
3113,13.583077707206126,12545
3114,13.583077707206126,1567
3115,13.583077707206126,6328
3116,13.583077707206126,208
3117,13.583077707206126,7007
3118,13.583077707206126,14189
3119,13.583077707206126,8044
3120,13.583077707206126,4020
3121,13.579442566809005,2766
3122,13.564399925818337,8036
3123,13.564399925818336,8691
3124,13.564399925818336,704
3125,13.564399925818336,6631
3126,13.564399925818336,13679
3127,13.564399925818336,14294
3128,13.564399925818336,1974
3129,13.559817273082261,1620
3130,13.541925542349396,9351
3131,13.50229745807187,4167
3132,13.48045868759993,12307
3133,13.452679090798997,4380
3134,13.419610117384648,10643
3135,13.419610117384648,1484
3136,13.419610117384648,3584
3137,13.416407864998739,10033
3138,13.416407864998739,10032
3139,13.416407864998739,10307
3140,13.416407864998739,2690
3141,13.416407864998739,2898
3142,13.416407864998739,5831
3143,13.416407864998739,11881
3144,13.416407864998739,1557
3145,13.416407864998739,13926
3146,13.416407864998739,967
3147,13.293727377685997,10769
3148,13.213146362192681,4488
3149,13.213146362192681,9723
3150,13.213146362192681,5292
3151,13.213146362192681,2713
3152,13.213146362192681,11225
3153,13.213146362192681,4003
3154,13.21314636219268,2096
3155,13.147995435144297,8374
3156,13.119583575646951,8225
3157,13.119583575646951,2553
3158,13.038404810405298,615
3159,13.038404810405298,12089
3160,13.027530227369281,8154
3161,13.005979314115676,3694
3162,13.005979314115676,3695
3163,13.005777722730139,1400
3164,13.003359342821597,2053
3165,13.003359342821597,2907
3166,13.003359342821597,6374
3167,13.003359342821597,3860
3168,12.987949406953984,1425
3169,12.95455044997196,4876
3170,12.954096654077954,11199
3171,12.933522041067128,6170
3172,12.925766116965734,6192
3173,12.925766116965734,429
3174,12.892685604104425,7167
3175,12.88889623093617,11869
3176,12.88889623093617,7065
3177,12.868319657701484,11158
3178,12.868319657701484,8071
3179,12.845803268215633,4924
3180,12.816005617976295,8851
3181,12.816005617976295,1380
3182,12.816005617976295,1469
3183,12.816005617976295,1511
3184,12.816005617976295,6436
3185,12.816005617976295,956
3186,12.816005617976295,7807
3187,12.816005617976295,7808
3188,12.806248474865697,65
3189,12.806248474865697,9240
3190,12.806248474865697,5251
3191,12.806248474865697,11250
3192,12.806248474865697,13846
3193,12.778376202201786,8674
3194,12.778376202201786,4429
3195,12.778376202201786,1203
3196,12.778376202201786,9830
3197,12.778376202201786,2457
3198,12.778376202201786,9996
3199,12.778376202201786,5128
3200,12.778376202201786,2621
3201,12.778376202201786,5372
3202,12.778376202201786,2703
3203,12.778376202201786,11361
3204,12.778376202201786,6004
3205,12.778376202201786,6008
3206,12.778376202201786,12783
3207,12.778376202201786,12945
3208,12.778376202201786,13326
3209,12.778376202201786,13450
3210,12.778376202201786,6990
3211,12.778376202201786,7229
3212,12.778376202201786,7367
3213,12.778376202201786,3894
3214,12.778376202201786,3922
3215,12.778376202201786,4067
3216,12.778376202201786,8153
3217,12.711755715177391,12119
3218,12.689295714660444,4176
3219,12.689295714660444,13932
3220,12.674756472797062,6229
3221,12.674756472797062,12807
3222,12.674756472797062,211
3223,12.674756472797062,7772
3224,12.59442333135776,4753
3225,12.578717456014719,9670
3226,12.578717456014719,10762
3227,12.578717456014719,7076
3228,12.578717456014719,55
3229,12.578717456014719,1859
3230,12.578717456014719,7846
3231,12.578717456014719,495
3232,12.552064994996085,7301
3233,12.550167601183052,6349
3234,12.4854155556239,4713
3235,12.4854155556239,2624
3236,12.4854155556239,2641
3237,12.4854155556239,12017
3238,12.466965268053052,9541
3239,12.466965268053052,5973
3240,12.466965268053052,12019
3241,12.414485638145464,9359
3242,12.414485638145464,1236
3243,12.414485638145464,11262
3244,12.414485638145464,12822
3245,12.414485638145464,6713
3246,12.414485638145464,1897
3247,12.414485638145464,2009
3248,12.414485638145464,4025
3249,12.381280642610285,2693
3250,12.381280642610285,14782
3251,12.381280642610285,14784
3252,12.381280642610285,14783
3253,12.36931687685298,5054
3254,12.320231450404231,6959
3255,12.30634436697641,12456
3256,12.30634436697641,12517
3257,12.30634436697641,6261
3258,12.281661495884826,8428
3259,12.281661495884826,9843
3260,12.281661495884826,10355
3261,12.270176575358885,8326
3262,12.270176575358885,10548
3263,12.270176575358885,10547
3264,12.270176575358885,10655
3265,12.270176575358885,10906
3266,12.270176575358885,11604
3267,12.270176575358885,6218
3268,12.270176575358885,6219
3269,12.270176575358885,3149
3270,12.270176575358885,3153
3271,12.270176575358885,3217
3272,12.270176575358885,13001
3273,12.270176575358885,13085
3274,12.270176575358885,7034
3275,12.270176575358885,878
3276,12.262154891977543,10958
3277,12.262154891977543,3956
3278,12.252806964930963,2953
3279,12.252806964930963,5960
3280,12.251594529441704,4568
3281,12.251594529441704,7272
3282,12.196184490284647,11090
3283,12.196184490284647,11092
3284,12.196184490284647,11091
3285,12.165525060596439,4356
3286,12.165525060596439,2191
3287,12.165525060596439,9012
3288,12.165525060596439,2318
3289,12.165525060596439,1191
3290,12.165525060596439,2387
3291,12.165525060596439,600
3292,12.165525060596439,4970
3293,12.165525060596439,10179
3294,12.165525060596439,2683
3295,12.165525060596439,11243
3296,12.165525060596439,5688
3297,12.165525060596439,11780
3298,12.165525060596439,2978
3299,12.165525060596439,12946
3300,12.165525060596439,7213
3301,12.165525060596439,14651
3302,12.165525060596439,7759
3303,12.165525060596439,1973
3304,12.165525060596439,1991
3305,12.093386622447824,8413
3306,12.093386622447824,2186
3307,12.093386622447824,4397
3308,12.093386622447824,4411
3309,12.093386622447824,2208
3310,12.093386622447824,8861
3311,12.093386622447824,9035
3312,12.093386622447824,9071
3313,12.093386622447824,9325
3314,12.093386622447824,9352
3315,12.093386622447824,4847
3316,12.093386622447824,2445
3317,12.093386622447824,9869
3318,12.093386622447824,630
3319,12.093386622447824,2548
3320,12.093386622447824,10527
3321,12.093386622447824,10555
3322,12.093386622447824,5283
3323,12.093386622447824,10627
3324,12.093386622447824,10648
3325,12.093386622447824,1404
3326,12.093386622447824,11251
3327,12.093386622447824,11390
3328,12.093386622447824,5894
3329,12.093386622447824,11987
3330,12.093386622447824,6032
3331,12.093386622447824,12116
3332,12.093386622447824,3033
3333,12.093386622447824,12450
3334,12.093386622447824,12564
3335,12.093386622447824,1579
3336,12.093386622447824,12694
3337,12.093386622447824,12769
3338,12.093386622447824,12824
3339,12.093386622447824,1618
3340,12.093386622447824,12968
3341,12.093386622447824,6709
3342,12.093386622447824,3364
3343,12.093386622447824,3366
3344,12.093386622447824,6757
3345,12.093386622447824,3513
3346,12.093386622447824,1767
3347,12.093386622447824,3573
3348,12.093386622447824,14296
3349,12.093386622447824,7195
3350,12.093386622447824,1831
3351,12.093386622447824,7673
3352,12.093386622447824,8146
3353,12.093386622447824,7169
3354,12.070714786794987,10181
3355,12.070714786794987,12801
3356,12.070714786794987,1747
3357,12.041594578792296,4731
3358,12.041594578792296,301
3359,12.041594578792296,374
3360,12.041594578792296,13847
3361,11.973112820111202,689
3362,11.973112820111202,12056
3363,11.961692576854688,12179
3364,11.88663840984725,10749
3365,11.88663840984725,12362
3366,11.88663840984725,4052
3367,11.873996864536984,4636
3368,11.860744083797432,9306
3369,11.839556664989978,9652
3370,11.839556664989978,5456
3371,11.839556664989978,49
3372,11.839556664989978,13440
3373,11.839556664989978,424
3374,11.839556664989978,3548
3375,11.839556664989978,7102
3376,11.839556664989978,7103
3377,11.807845949468437,12299
3378,11.807845949468437,1816
3379,11.793362938544506,4140
3380,11.793362938544506,4142
3381,11.793362938544506,561
3382,11.764026599966593,4206
3383,11.764026599966593,5580
3384,11.764026599966593,2885
3385,11.764026599966593,6364
3386,11.764026599966593,3237
3387,11.764026599966593,3817
3388,11.764026599966593,3826
3389,11.764026599966591,2142
3390,11.76108840346118,7391
3391,11.73204067088474,10250
3392,11.722200024294517,3011
3393,11.690632201508288,4126
3394,11.690632201508288,527
3395,11.690632201508288,8566
3396,11.690632201508288,8690
3397,11.690632201508288,2299
3398,11.690632201508288,4801
3399,11.690632201508288,2421
3400,11.690632201508288,5396
3401,11.690632201508288,10946
3402,11.690632201508288,2738
3403,11.690632201508288,2819
3404,11.690632201508288,11570
3405,11.690632201508288,11569
3406,11.690632201508288,184
3407,11.690632201508288,6116
3408,11.690632201508288,6201
3409,11.690632201508288,12479
3410,11.690632201508288,12592
3411,11.690632201508288,795
3412,11.690632201508288,203
3413,11.690632201508288,13694
3414,11.690632201508288,13704
3415,11.690632201508288,1818
3416,11.690632201508288,7324
3417,11.690632201508288,58
3418,11.690632201508288,3945
3419,11.66853802141382,708
3420,11.66853802141382,13539
3421,11.66853802141382,14093
3422,11.66853802141382,7996
3423,11.668538021413818,12797
3424,11.668538021413818,6842
3425,11.661903789690601,2148
3426,11.661903789690601,1442
3427,11.661903789690601,12652
3428,11.661903789690601,14153
3429,11.590659054101867,7263
3430,11.579977584559531,2078
3431,11.538701175638868,10822
3432,11.532469936104249,3177
3433,11.427787989309751,4845
3434,11.423659658795863,9683
3435,11.423659658795863,1348
3436,11.423659658795863,1347
3437,11.423659658795863,3446
3438,11.423659658795863,7024
3439,11.396309546061907,8079
3440,11.386831098225171,1040
3441,11.386831098225171,10637
3442,11.386831098225171,5543
3443,11.386831098225171,13877
3444,11.386831098225171,13873
3445,11.386831098225171,13876
3446,11.386831098225171,13874
3447,11.386831098225171,13875
3448,11.386831098225171,7784
3449,11.386831098225171,7786
3450,11.372884822956934,12246
3451,11.372884822956934,12247
3452,11.364685336226726,1456
3453,11.333984160823,4685
3454,11.333984160823,10472
3455,11.333984160823,12426
3456,11.333984160823,7969
3457,11.33262442077143,4383
3458,11.33262442077143,8921
3459,11.313708498984761,9739
3460,11.313708498984761,14870
3461,11.313708498984761,14869
3462,11.305148216879841,4565
3463,11.253715373158919,6889
3464,11.207377321863177,0
3465,11.207377321863177,1026
3466,11.207377321863177,2063
3467,11.207377321863177,4173
3468,11.207377321863177,4276
3469,11.207377321863177,1080
3470,11.207377321863177,1233
3471,11.207377321863177,2495
3472,11.207377321863177,2733
3473,11.207377321863177,5628
3474,11.207377321863177,11321
3475,11.207377321863177,11502
3476,11.207377321863177,11505
3477,11.207377321863177,11503
3478,11.207377321863177,5921
3479,11.207377321863177,12614
3480,11.207377321863177,6307
3481,11.207377321863177,6445
3482,11.207377321863177,6635
3483,11.207377321863177,13325
3484,11.207377321863177,3387
3485,11.207377321863177,7008
3486,11.207377321863177,7009
3487,11.207377321863177,3943
3488,11.206670266639884,6692
3489,11.19491160360254,2439
3490,11.19491160360254,2764
3491,11.19491160360254,6484
3492,11.116107903585059,11024
3493,11.116107903585059,7992
3494,11.11253946397343,8194
3495,11.057746137078091,1108
3496,11.057746137078091,1109
3497,11.057746137078091,4662
3498,11.057746137078091,11027
3499,11.057746137078091,11510
3500,11.057746137078091,11868
3501,11.057746137078091,3043
3502,11.057746137078091,3044
3503,11.057746137078091,6232
3504,11.057746137078091,14067
3505,11.057746137078091,3628
3506,11.057746137078091,3627
3507,11.057746137078091,3904
3508,11.057746137078091,3941
3509,11.052957052676655,9039
3510,11.052957052676655,9993
3511,11.052957052676655,10075
3512,11.052957052676655,5206
3513,11.052957052676655,5768
3514,11.052957052676655,11598
3515,11.052957052676655,11635
3516,11.052957052676655,2913
3517,11.052957052676655,2915
3518,11.052957052676655,11744
3519,11.052957052676655,2949
3520,11.052957052676655,2968
3521,11.052957052676655,6259
3522,11.052957052676655,1598
3523,11.052957052676655,13869
3524,11.052957052676655,13894
3525,11.052957052676655,7494
3526,11.052957052676655,3934
3527,11.045361017187261,3064
3528,11.045361017187261,13570
3529,11.034575484213098,4869
3530,10.974779567371215,2205
3531,10.974779567371215,6752
3532,10.920164833920778,2459
3533,10.920164833920778,5290
3534,10.920164833920778,3458
3535,10.920164833920778,3927
3536,10.903237785955426,4408
3537,10.903237785955424,4872
3538,10.903237785955424,10140
3539,10.903237785955424,10772
3540,10.903237785955424,5395
3541,10.903237785955424,693
3542,10.903237785955424,14182
3543,10.852959014315838,2367
3544,10.852959014315838,5464
3545,10.852959014315838,6367
3546,10.838086339135165,8688
3547,10.816653826391967,9722
3548,10.816653826391967,9921
3549,10.816653826391967,10842
3550,10.816653826391967,2727
3551,10.816653826391967,2972
3552,10.816653826391967,13142
3553,10.816653826391967,7365
3554,10.816653826391967,3813
3555,10.814869726150063,2112
3556,10.814869726150063,2113
3557,10.770329614269007,4121
3558,10.770329614269007,4125
3559,10.761656763731771,4526
3560,10.761656763731771,2585
3561,10.761656763731771,1350
3562,10.761656763731771,10844
3563,10.761656763731771,5634
3564,10.761656763731771,11501
3565,10.761656763731771,12086
3566,10.761656763731771,12342
3567,10.761656763731771,6239
3568,10.761656763731771,894
3569,10.761656763731771,896
3570,10.761656763731771,897
3571,10.761656763731771,7300
3572,10.761656763731771,14766
3573,10.761656763731771,14768
3574,10.761656763731771,14767
3575,10.761656763731771,7718
3576,10.761656763731771,7717
3577,10.761656763731771,7719
3578,10.761656763731771,7729
3579,10.761656763731771,7925
3580,10.757526375099417,7841
3581,10.748377166871789,10155
3582,10.748377166871789,12838
3583,10.724499845604393,8338
3584,10.724499845604393,8340
3585,10.724499845604393,8341
3586,10.724499845604393,4983
3587,10.724499845604393,2561
3588,10.70746643602361,425
3589,10.665713150230742,7268
3590,10.632251680201694,4282
3591,10.632251680201694,4596
3592,10.632251680201694,5693
3593,10.632251680201694,2970
3594,10.632251680201694,6429
3595,10.632251680201694,7079
3596,10.616668303156136,2345
3597,10.606601717798213,2079
3598,10.606601717798213,8594
3599,10.606601717798213,8625
3600,10.606601717798213,2156
3601,10.606601717798213,1093
3602,10.606601717798213,4381
3603,10.606601717798213,17
3604,10.606601717798213,620
3605,10.606601717798213,10085
3606,10.606601717798213,5203
3607,10.606601717798213,10759
3608,10.606601717798213,5393
3609,10.606601717798213,10876
3610,10.606601717798213,10875
3611,10.606601717798213,11178
3612,10.606601717798213,1402
3613,10.606601717798213,12066
3614,10.606601717798213,3066
3615,10.606601717798213,3157
3616,10.606601717798213,12890
3617,10.606601717798213,6549
3618,10.606601717798213,6868
3619,10.606601717798213,1727
3620,10.606601717798213,7251
3621,10.606601717798213,14664
3622,10.606601717798213,3676
3623,10.606601717798213,7630
3624,10.606601717798213,7795
3625,10.606601717798213,3899
3626,10.606601717798213,7812
3627,10.606601717798213,1998
3628,10.606601717798213,8014
3629,10.606601717798213,8023
3630,10.606601717798213,8032
3631,10.591734013130505,1420
3632,10.577772600524545,4451
3633,10.577772600524545,165
3634,10.577772600524545,5356
3635,10.577772600524545,2838
3636,10.577772600524545,2899
3637,10.47018342959845,9422
3638,10.47018342959845,2508
3639,10.47018342959845,2510
3640,10.47018342959845,2509
3641,10.47018342959845,5882
3642,10.440848666716004,4117
3643,10.440848666716004,11536
3644,10.403142065629677,12051
3645,10.317733868841904,3505
3646,10.317733868841904,7282
3647,10.261946756641672,4341
3648,10.261946756641672,8882
3649,10.261946756641672,6558
3650,10.261946756641672,6559
3651,10.244673607103769,2528
3652,10.244673607103769,10549
3653,10.209404031104675,6158
3654,10.209404031104675,1673
3655,10.209404031104675,857
3656,10.203752553681037,9781
3657,10.198039027185569,4178
3658,10.198039027185569,8775
3659,10.198039027185569,9367
3660,10.198039027185569,9495
3661,10.198039027185569,4812
3662,10.198039027185569,4813
3663,10.198039027185569,1260
3664,10.198039027185569,10201
3665,10.198039027185569,1298
3666,10.198039027185569,1326
3667,10.198039027185569,10848
3668,10.198039027185569,5518
3669,10.198039027185569,11358
3670,10.198039027185569,5744
3671,10.198039027185569,11895
3672,10.198039027185569,12229
3673,10.198039027185569,766
3674,10.198039027185569,12339
3675,10.198039027185569,3161
3676,10.198039027185569,12666
3677,10.198039027185569,3186
3678,10.198039027185569,3248
3679,10.198039027185569,3256
3680,10.198039027185569,1631
3681,10.198039027185569,13087
3682,10.198039027185569,3306
3683,10.198039027185569,6719
3684,10.198039027185569,3373
3685,10.198039027185569,3519
3686,10.198039027185569,14278
3687,10.198039027185569,3624
3688,10.198039027185569,464
3689,10.198039027185569,7842
3690,10.198039027185569,7843
3691,10.198039027185569,8006
3692,10.198039027185569,2028
3693,10.142909007710921,2103
3694,10.142909007710921,4637
3695,10.142909007710921,4640
3696,10.142909007710921,4639
3697,10.142909007710921,4641
3698,10.142909007710921,2326
3699,10.142909007710921,9729
3700,10.142909007710921,10079
3701,10.142909007710921,10087
3702,10.142909007710921,11722
3703,10.142909007710921,11723
3704,10.142909007710921,371
3705,10.142909007710921,1590
3706,10.142909007710921,13030
3707,10.142909007710921,3608
3708,10.142909007710921,1853
3709,10.142909007710921,975
3710,10.137021811115645,7140
3711,10.137021811115645,7141
3712,10.132743671630907,10063
3713,10.132743671630907,13072
3714,10.132743671630907,3689
3715,10.090956952768936,10036
3716,10.090956952768936,10035
3717,10.090956952768936,1650
3718,10.062305898749054,8844
3719,10.062305898749054,4758
3720,10.062305898749054,5644
3721,10.062305898749054,11632
3722,10.062305898749054,12458
3723,10.062305898749054,6837
3724,10.062305898749054,7939
3725,10.062305898749054,995
3726,10.04987562112089,5100
3727,10.04987562112089,5541
3728,10.04987562112089,11340
3729,10.04987562112089,6710
3730,10.04987562112089,3924
3731,10.024183016470243,10364
3732,10.0,4136
3733,10.0,2352
3734,10.0,5383
3735,10.0,1399
3736,9.996548205676731,10249
3737,9.932888147185299,4522
3738,9.90084655399613,8818
3739,9.890348816176926,12846
3740,9.88606532886829,2343
3741,9.88606532886829,10632
3742,9.88606532886829,3003
3743,9.88606532886829,977
3744,9.882651094639963,8205
3745,9.882651094639963,8768
3746,9.848857801796104,4293
3747,9.848857801796104,3338
3748,9.826499488097145,3179
3749,9.826499488097145,13635
3750,9.826499488097145,13634
3751,9.799948859552865,8396
3752,9.799948859552865,2115
3753,9.799948859552865,2212
3754,9.799948859552865,4840
3755,9.799948859552865,4851
3756,9.799948859552865,2512
3757,9.799948859552865,5166
3758,9.799948859552865,10407
3759,9.799948859552865,1329
3760,9.799948859552865,10651
3761,9.799948859552865,10874
3762,9.799948859552865,11118
3763,9.799948859552865,5578
3764,9.799948859552865,698
3765,9.799948859552865,11383
3766,9.799948859552865,6006
3767,9.799948859552865,12090
3768,9.799948859552865,380
3769,9.799948859552865,12464
3770,9.799948859552865,6434
3771,9.799948859552865,13351
3772,9.799948859552865,13714
3773,9.799948859552865,1857
3774,9.799948859552865,8144
3775,9.788261795100427,8489
3776,9.788261795100425,5428
3777,9.769082265379875,8831
3778,9.769082265379875,4775
3779,9.769082265379875,6460
3780,9.769082265379875,3629
3781,9.75793270852281,12054
3782,9.75793270852281,14553
3783,9.75793270852281,14552
3784,9.749471580321526,11883
3785,9.745094672003269,4811
3786,9.745094672003269,3977
3787,9.694084620106247,4296
3788,9.694084620106247,4301
3789,9.694084620106247,537
3790,9.694084620106247,4468
3791,9.694084620106247,4780
3792,9.694084620106247,4781
3793,9.694084620106247,4969
3794,9.694084620106247,4968
3795,9.694084620106247,10691
3796,9.694084620106247,10918
3797,9.694084620106247,10917
3798,9.694084620106247,5482
3799,9.694084620106247,11395
3800,9.694084620106247,2858
3801,9.694084620106247,5883
3802,9.694084620106247,5916
3803,9.694084620106247,3202
3804,9.694084620106247,3270
3805,9.694084620106247,3322
3806,9.694084620106247,841
3807,9.694084620106247,7725
3808,9.640950511314413,8269
3809,9.640950511314413,4183
3810,9.640950511314413,280
3811,9.640950511314413,35
3812,9.640950511314413,9460
3813,9.640950511314413,4906
3814,9.640950511314413,9980
3815,9.640950511314413,9986
3816,9.640950511314413,9988
3817,9.640950511314413,2747
3818,9.640950511314413,5561
3819,9.640950511314413,2826
3820,9.640950511314413,11522
3821,9.640950511314413,5793
3822,9.640950511314413,2945
3823,9.640950511314413,1474
3824,9.640950511314413,12100
3825,9.640950511314413,12511
3826,9.640950511314413,6335
3827,9.640950511314413,798
3828,9.640950511314413,6461
3829,9.640950511314413,13573
3830,9.640950511314413,6877
3831,9.640950511314413,13949
3832,9.640950511314413,3491
3833,9.640950511314413,7069
3834,9.640950511314413,445
3835,9.640950511314413,467
3836,9.640950511314413,477
3837,9.640950511314413,963
3838,9.640950511314413,3878
3839,9.640950511314413,7931
3840,9.610282155657584,4988
3841,9.604686356149273,12792
3842,9.562754337353427,5569
3843,9.486832980505138,5247
3844,9.486832980505138,3249
3845,9.486832980505138,13115
3846,9.486832980505138,3331
3847,9.485236210408274,6626
3848,9.412790745146117,6022
3849,9.412790745146117,6365
3850,9.38003235546778,10813
3851,9.38003235546778,10812
3852,9.364816754189608,2100
3853,9.257527189389,8259
3854,9.257527189389,9148
3855,9.257527189389,4830
3856,9.257527189389,2699
3857,9.257527189389,11533
3858,9.257527189389,5795
3859,9.257527189389,6462
3860,9.257527189389,898
3861,9.257527189389,7798
3862,9.24999380428823,4089
3863,9.241840096838772,2263
3864,9.241840096838772,4655
3865,9.241840096838772,9413
3866,9.241840096838772,10090
3867,9.241840096838772,10306
